Summary:
Total Rooms: 1000
Total Students: 10000

List of rooms and the number of students in each:
Room ID: 0, Name: Room #0, Students: 9
Room ID: 80, Name: Room #80, Students: 7
Room ID: 81, Name: Room #81, Students: 12
Room ID: 82, Name: Room #82, Students: 15
Room ID: 83, Name: Room #83, Students: 11
Room ID: 84, Name: Room #84, Students: 11
Room ID: 85, Name: Room #85, Students: 6
Room ID: 86, Name: Room #86, Students: 9
Room ID: 87, Name: Room #87, Students: 13
Room ID: 88, Name: Room #88, Students: 9
Room ID: 89, Name: Room #89, Students: 7
Room ID: 90, Name: Room #90, Students: 11
Room ID: 91, Name: Room #91, Students: 10
Room ID: 92, Name: Room #92, Students: 5
Room ID: 93, Name: Room #93, Students: 12
Room ID: 94, Name: Room #94, Students: 11
Room ID: 95, Name: Room #95, Students: 8
Room ID: 96, Name: Room #96, Students: 9
Room ID: 97, Name: Room #97, Students: 5
Room ID: 98, Name: Room #98, Students: 11
Room ID: 99, Name: Room #99, Students: 8
Room ID: 100, Name: Room #100, Students: 9
Room ID: 101, Name: Room #101, Students: 10
Room ID: 102, Name: Room #102, Students: 5
Room ID: 103, Name: Room #103, Students: 12
Room ID: 104, Name: Room #104, Students: 12
Room ID: 105, Name: Room #105, Students: 5
Room ID: 106, Name: Room #106, Students: 9
Room ID: 107, Name: Room #107, Students: 12
Room ID: 108, Name: Room #108, Students: 10
Room ID: 109, Name: Room #109, Students: 7
Room ID: 110, Name: Room #110, Students: 9
Room ID: 111, Name: Room #111, Students: 10
Room ID: 112, Name: Room #112, Students: 11
Room ID: 113, Name: Room #113, Students: 9
Room ID: 114, Name: Room #114, Students: 11
Room ID: 115, Name: Room #115, Students: 9
Room ID: 116, Name: Room #116, Students: 14
Room ID: 117, Name: Room #117, Students: 12
Room ID: 118, Name: Room #118, Students: 10
Room ID: 119, Name: Room #119, Students: 8
Room ID: 120, Name: Room #120, Students: 12
Room ID: 121, Name: Room #121, Students: 10
Room ID: 122, Name: Room #122, Students: 10
Room ID: 123, Name: Room #123, Students: 12
Room ID: 124, Name: Room #124, Students: 14
Room ID: 125, Name: Room #125, Students: 8
Room ID: 126, Name: Room #126, Students: 11
Room ID: 127, Name: Room #127, Students: 11
Room ID: 128, Name: Room #128, Students: 13
Room ID: 129, Name: Room #129, Students: 8
Room ID: 130, Name: Room #130, Students: 10
Room ID: 131, Name: Room #131, Students: 8
Room ID: 132, Name: Room #132, Students: 11
Room ID: 133, Name: Room #133, Students: 16
Room ID: 134, Name: Room #134, Students: 4
Room ID: 135, Name: Room #135, Students: 7
Room ID: 136, Name: Room #136, Students: 16
Room ID: 137, Name: Room #137, Students: 11
Room ID: 138, Name: Room #138, Students: 13
Room ID: 139, Name: Room #139, Students: 14
Room ID: 140, Name: Room #140, Students: 5
Room ID: 141, Name: Room #141, Students: 5
Room ID: 142, Name: Room #142, Students: 11
Room ID: 143, Name: Room #143, Students: 10
Room ID: 144, Name: Room #144, Students: 11
Room ID: 145, Name: Room #145, Students: 16
Room ID: 146, Name: Room #146, Students: 12
Room ID: 147, Name: Room #147, Students: 8
Room ID: 148, Name: Room #148, Students: 7
Room ID: 149, Name: Room #149, Students: 11
Room ID: 150, Name: Room #150, Students: 6
Room ID: 151, Name: Room #151, Students: 12
Room ID: 152, Name: Room #152, Students: 6
Room ID: 153, Name: Room #153, Students: 7
Room ID: 154, Name: Room #154, Students: 3
Room ID: 155, Name: Room #155, Students: 18
Room ID: 156, Name: Room #156, Students: 9
Room ID: 157, Name: Room #157, Students: 4
Room ID: 158, Name: Room #158, Students: 7
Room ID: 159, Name: Room #159, Students: 7
Room ID: 160, Name: Room #160, Students: 10
Room ID: 161, Name: Room #161, Students: 15
Room ID: 162, Name: Room #162, Students: 10
Room ID: 163, Name: Room #163, Students: 8
Room ID: 164, Name: Room #164, Students: 8
Room ID: 165, Name: Room #165, Students: 10
Room ID: 166, Name: Room #166, Students: 9
Room ID: 167, Name: Room #167, Students: 7
Room ID: 168, Name: Room #168, Students: 7
Room ID: 169, Name: Room #169, Students: 14
Room ID: 170, Name: Room #170, Students: 7
Room ID: 171, Name: Room #171, Students: 6
Room ID: 172, Name: Room #172, Students: 10
Room ID: 173, Name: Room #173, Students: 10
Room ID: 174, Name: Room #174, Students: 11
Room ID: 175, Name: Room #175, Students: 13
Room ID: 176, Name: Room #176, Students: 12
Room ID: 177, Name: Room #177, Students: 6
Room ID: 178, Name: Room #178, Students: 4
Room ID: 179, Name: Room #179, Students: 10
Room ID: 180, Name: Room #180, Students: 8
Room ID: 181, Name: Room #181, Students: 7
Room ID: 182, Name: Room #182, Students: 6
Room ID: 183, Name: Room #183, Students: 7
Room ID: 184, Name: Room #184, Students: 6
Room ID: 185, Name: Room #185, Students: 8
Room ID: 186, Name: Room #186, Students: 6
Room ID: 187, Name: Room #187, Students: 14
Room ID: 188, Name: Room #188, Students: 12
Room ID: 189, Name: Room #189, Students: 12
Room ID: 190, Name: Room #190, Students: 9
Room ID: 191, Name: Room #191, Students: 7
Room ID: 192, Name: Room #192, Students: 8
Room ID: 193, Name: Room #193, Students: 11
Room ID: 194, Name: Room #194, Students: 8
Room ID: 195, Name: Room #195, Students: 14
Room ID: 196, Name: Room #196, Students: 13
Room ID: 197, Name: Room #197, Students: 19
Room ID: 198, Name: Room #198, Students: 13
Room ID: 199, Name: Room #199, Students: 12
Room ID: 200, Name: Room #200, Students: 15
Room ID: 201, Name: Room #201, Students: 13
Room ID: 202, Name: Room #202, Students: 8
Room ID: 203, Name: Room #203, Students: 9
Room ID: 204, Name: Room #204, Students: 9
Room ID: 205, Name: Room #205, Students: 16
Room ID: 206, Name: Room #206, Students: 6
Room ID: 207, Name: Room #207, Students: 11
Room ID: 208, Name: Room #208, Students: 10
Room ID: 209, Name: Room #209, Students: 16
Room ID: 210, Name: Room #210, Students: 9
Room ID: 211, Name: Room #211, Students: 9
Room ID: 212, Name: Room #212, Students: 8
Room ID: 213, Name: Room #213, Students: 12
Room ID: 214, Name: Room #214, Students: 14
Room ID: 215, Name: Room #215, Students: 10
Room ID: 216, Name: Room #216, Students: 6
Room ID: 217, Name: Room #217, Students: 14
Room ID: 218, Name: Room #218, Students: 8
Room ID: 219, Name: Room #219, Students: 6
Room ID: 220, Name: Room #220, Students: 10
Room ID: 221, Name: Room #221, Students: 12
Room ID: 222, Name: Room #222, Students: 9
Room ID: 223, Name: Room #223, Students: 6
Room ID: 224, Name: Room #224, Students: 7
Room ID: 225, Name: Room #225, Students: 14
Room ID: 226, Name: Room #226, Students: 8
Room ID: 227, Name: Room #227, Students: 11
Room ID: 228, Name: Room #228, Students: 9
Room ID: 229, Name: Room #229, Students: 7
Room ID: 230, Name: Room #230, Students: 10
Room ID: 231, Name: Room #231, Students: 11
Room ID: 232, Name: Room #232, Students: 8
Room ID: 233, Name: Room #233, Students: 11
Room ID: 234, Name: Room #234, Students: 11
Room ID: 235, Name: Room #235, Students: 11
Room ID: 236, Name: Room #236, Students: 10
Room ID: 237, Name: Room #237, Students: 16
Room ID: 238, Name: Room #238, Students: 12
Room ID: 239, Name: Room #239, Students: 10
Room ID: 240, Name: Room #240, Students: 12
Room ID: 241, Name: Room #241, Students: 10
Room ID: 242, Name: Room #242, Students: 13
Room ID: 243, Name: Room #243, Students: 9
Room ID: 244, Name: Room #244, Students: 10
Room ID: 245, Name: Room #245, Students: 10
Room ID: 246, Name: Room #246, Students: 5
Room ID: 247, Name: Room #247, Students: 12
Room ID: 248, Name: Room #248, Students: 8
Room ID: 249, Name: Room #249, Students: 12
Room ID: 250, Name: Room #250, Students: 12
Room ID: 251, Name: Room #251, Students: 8
Room ID: 252, Name: Room #252, Students: 11
Room ID: 253, Name: Room #253, Students: 13
Room ID: 254, Name: Room #254, Students: 8
Room ID: 255, Name: Room #255, Students: 6
Room ID: 256, Name: Room #256, Students: 11
Room ID: 257, Name: Room #257, Students: 8
Room ID: 258, Name: Room #258, Students: 8
Room ID: 259, Name: Room #259, Students: 14
Room ID: 260, Name: Room #260, Students: 12
Room ID: 261, Name: Room #261, Students: 7
Room ID: 262, Name: Room #262, Students: 8
Room ID: 263, Name: Room #263, Students: 9
Room ID: 264, Name: Room #264, Students: 7
Room ID: 265, Name: Room #265, Students: 14
Room ID: 266, Name: Room #266, Students: 13
Room ID: 267, Name: Room #267, Students: 7
Room ID: 268, Name: Room #268, Students: 15
Room ID: 269, Name: Room #269, Students: 10
Room ID: 270, Name: Room #270, Students: 10
Room ID: 271, Name: Room #271, Students: 11
Room ID: 272, Name: Room #272, Students: 8
Room ID: 273, Name: Room #273, Students: 9
Room ID: 274, Name: Room #274, Students: 10
Room ID: 275, Name: Room #275, Students: 12
Room ID: 276, Name: Room #276, Students: 10
Room ID: 277, Name: Room #277, Students: 10
Room ID: 278, Name: Room #278, Students: 9
Room ID: 279, Name: Room #279, Students: 10
Room ID: 280, Name: Room #280, Students: 11
Room ID: 281, Name: Room #281, Students: 8
Room ID: 282, Name: Room #282, Students: 10
Room ID: 283, Name: Room #283, Students: 7
Room ID: 284, Name: Room #284, Students: 11
Room ID: 285, Name: Room #285, Students: 10
Room ID: 286, Name: Room #286, Students: 6
Room ID: 287, Name: Room #287, Students: 12
Room ID: 288, Name: Room #288, Students: 9
Room ID: 289, Name: Room #289, Students: 15
Room ID: 290, Name: Room #290, Students: 9
Room ID: 291, Name: Room #291, Students: 10
Room ID: 292, Name: Room #292, Students: 10
Room ID: 293, Name: Room #293, Students: 12
Room ID: 294, Name: Room #294, Students: 11
Room ID: 295, Name: Room #295, Students: 8
Room ID: 296, Name: Room #296, Students: 8
Room ID: 297, Name: Room #297, Students: 13
Room ID: 298, Name: Room #298, Students: 9
Room ID: 299, Name: Room #299, Students: 8
Room ID: 300, Name: Room #300, Students: 12
Room ID: 301, Name: Room #301, Students: 10
Room ID: 302, Name: Room #302, Students: 8
Room ID: 303, Name: Room #303, Students: 9
Room ID: 304, Name: Room #304, Students: 11
Room ID: 305, Name: Room #305, Students: 14
Room ID: 306, Name: Room #306, Students: 10
Room ID: 307, Name: Room #307, Students: 10
Room ID: 308, Name: Room #308, Students: 10
Room ID: 309, Name: Room #309, Students: 7
Room ID: 310, Name: Room #310, Students: 10
Room ID: 311, Name: Room #311, Students: 14
Room ID: 312, Name: Room #312, Students: 11
Room ID: 313, Name: Room #313, Students: 8
Room ID: 314, Name: Room #314, Students: 11
Room ID: 315, Name: Room #315, Students: 10
Room ID: 316, Name: Room #316, Students: 11
Room ID: 317, Name: Room #317, Students: 14
Room ID: 318, Name: Room #318, Students: 15
Room ID: 319, Name: Room #319, Students: 11
Room ID: 320, Name: Room #320, Students: 7
Room ID: 321, Name: Room #321, Students: 13
Room ID: 322, Name: Room #322, Students: 9
Room ID: 323, Name: Room #323, Students: 13
Room ID: 324, Name: Room #324, Students: 6
Room ID: 325, Name: Room #325, Students: 6
Room ID: 326, Name: Room #326, Students: 18
Room ID: 327, Name: Room #327, Students: 8
Room ID: 328, Name: Room #328, Students: 16
Room ID: 329, Name: Room #329, Students: 10
Room ID: 330, Name: Room #330, Students: 11
Room ID: 331, Name: Room #331, Students: 12
Room ID: 332, Name: Room #332, Students: 11
Room ID: 333, Name: Room #333, Students: 5
Room ID: 334, Name: Room #334, Students: 10
Room ID: 335, Name: Room #335, Students: 8
Room ID: 336, Name: Room #336, Students: 11
Room ID: 337, Name: Room #337, Students: 11
Room ID: 338, Name: Room #338, Students: 11
Room ID: 339, Name: Room #339, Students: 8
Room ID: 340, Name: Room #340, Students: 7
Room ID: 341, Name: Room #341, Students: 9
Room ID: 342, Name: Room #342, Students: 14
Room ID: 343, Name: Room #343, Students: 14
Room ID: 344, Name: Room #344, Students: 13
Room ID: 345, Name: Room #345, Students: 4
Room ID: 346, Name: Room #346, Students: 10
Room ID: 347, Name: Room #347, Students: 12
Room ID: 348, Name: Room #348, Students: 12
Room ID: 349, Name: Room #349, Students: 8
Room ID: 350, Name: Room #350, Students: 11
Room ID: 351, Name: Room #351, Students: 6
Room ID: 352, Name: Room #352, Students: 8
Room ID: 353, Name: Room #353, Students: 4
Room ID: 354, Name: Room #354, Students: 6
Room ID: 355, Name: Room #355, Students: 16
Room ID: 356, Name: Room #356, Students: 16
Room ID: 357, Name: Room #357, Students: 16
Room ID: 358, Name: Room #358, Students: 11
Room ID: 359, Name: Room #359, Students: 18
Room ID: 360, Name: Room #360, Students: 8
Room ID: 361, Name: Room #361, Students: 6
Room ID: 362, Name: Room #362, Students: 10
Room ID: 363, Name: Room #363, Students: 7
Room ID: 364, Name: Room #364, Students: 8
Room ID: 365, Name: Room #365, Students: 14
Room ID: 366, Name: Room #366, Students: 15
Room ID: 367, Name: Room #367, Students: 11
Room ID: 368, Name: Room #368, Students: 13
Room ID: 369, Name: Room #369, Students: 13
Room ID: 370, Name: Room #370, Students: 10
Room ID: 371, Name: Room #371, Students: 14
Room ID: 372, Name: Room #372, Students: 7
Room ID: 373, Name: Room #373, Students: 16
Room ID: 374, Name: Room #374, Students: 9
Room ID: 375, Name: Room #375, Students: 8
Room ID: 376, Name: Room #376, Students: 11
Room ID: 377, Name: Room #377, Students: 8
Room ID: 378, Name: Room #378, Students: 11
Room ID: 379, Name: Room #379, Students: 12
Room ID: 380, Name: Room #380, Students: 8
Room ID: 381, Name: Room #381, Students: 11
Room ID: 382, Name: Room #382, Students: 5
Room ID: 383, Name: Room #383, Students: 5
Room ID: 384, Name: Room #384, Students: 7
Room ID: 385, Name: Room #385, Students: 11
Room ID: 386, Name: Room #386, Students: 11
Room ID: 387, Name: Room #387, Students: 10
Room ID: 388, Name: Room #388, Students: 9
Room ID: 389, Name: Room #389, Students: 9
Room ID: 390, Name: Room #390, Students: 15
Room ID: 391, Name: Room #391, Students: 10
Room ID: 392, Name: Room #392, Students: 18
Room ID: 393, Name: Room #393, Students: 8
Room ID: 394, Name: Room #394, Students: 9
Room ID: 395, Name: Room #395, Students: 13
Room ID: 396, Name: Room #396, Students: 5
Room ID: 397, Name: Room #397, Students: 8
Room ID: 398, Name: Room #398, Students: 13
Room ID: 399, Name: Room #399, Students: 9
Room ID: 400, Name: Room #400, Students: 11
Room ID: 401, Name: Room #401, Students: 7
Room ID: 402, Name: Room #402, Students: 10
Room ID: 403, Name: Room #403, Students: 6
Room ID: 404, Name: Room #404, Students: 7
Room ID: 405, Name: Room #405, Students: 7
Room ID: 406, Name: Room #406, Students: 14
Room ID: 407, Name: Room #407, Students: 10
Room ID: 408, Name: Room #408, Students: 9
Room ID: 409, Name: Room #409, Students: 8
Room ID: 410, Name: Room #410, Students: 6
Room ID: 411, Name: Room #411, Students: 9
Room ID: 412, Name: Room #412, Students: 13
Room ID: 413, Name: Room #413, Students: 9
Room ID: 414, Name: Room #414, Students: 10
Room ID: 415, Name: Room #415, Students: 12
Room ID: 416, Name: Room #416, Students: 8
Room ID: 417, Name: Room #417, Students: 9
Room ID: 418, Name: Room #418, Students: 15
Room ID: 419, Name: Room #419, Students: 3
Room ID: 420, Name: Room #420, Students: 6
Room ID: 421, Name: Room #421, Students: 9
Room ID: 422, Name: Room #422, Students: 2
Room ID: 423, Name: Room #423, Students: 16
Room ID: 424, Name: Room #424, Students: 8
Room ID: 425, Name: Room #425, Students: 9
Room ID: 426, Name: Room #426, Students: 10
Room ID: 427, Name: Room #427, Students: 8
Room ID: 428, Name: Room #428, Students: 10
Room ID: 429, Name: Room #429, Students: 10
Room ID: 430, Name: Room #430, Students: 9
Room ID: 431, Name: Room #431, Students: 11
Room ID: 432, Name: Room #432, Students: 15
Room ID: 433, Name: Room #433, Students: 9
Room ID: 434, Name: Room #434, Students: 9
Room ID: 435, Name: Room #435, Students: 11
Room ID: 436, Name: Room #436, Students: 5
Room ID: 437, Name: Room #437, Students: 16
Room ID: 438, Name: Room #438, Students: 11
Room ID: 439, Name: Room #439, Students: 11
Room ID: 440, Name: Room #440, Students: 6
Room ID: 441, Name: Room #441, Students: 7
Room ID: 442, Name: Room #442, Students: 15
Room ID: 443, Name: Room #443, Students: 4
Room ID: 444, Name: Room #444, Students: 8
Room ID: 445, Name: Room #445, Students: 8
Room ID: 446, Name: Room #446, Students: 11
Room ID: 447, Name: Room #447, Students: 14
Room ID: 448, Name: Room #448, Students: 18
Room ID: 449, Name: Room #449, Students: 8
Room ID: 450, Name: Room #450, Students: 6
Room ID: 451, Name: Room #451, Students: 15
Room ID: 452, Name: Room #452, Students: 14
Room ID: 453, Name: Room #453, Students: 10
Room ID: 454, Name: Room #454, Students: 9
Room ID: 455, Name: Room #455, Students: 10
Room ID: 456, Name: Room #456, Students: 6
Room ID: 457, Name: Room #457, Students: 13
Room ID: 458, Name: Room #458, Students: 9
Room ID: 459, Name: Room #459, Students: 11
Room ID: 460, Name: Room #460, Students: 14
Room ID: 461, Name: Room #461, Students: 8
Room ID: 462, Name: Room #462, Students: 8
Room ID: 463, Name: Room #463, Students: 11
Room ID: 464, Name: Room #464, Students: 16
Room ID: 465, Name: Room #465, Students: 11
Room ID: 466, Name: Room #466, Students: 5
Room ID: 467, Name: Room #467, Students: 11
Room ID: 468, Name: Room #468, Students: 11
Room ID: 469, Name: Room #469, Students: 15
Room ID: 470, Name: Room #470, Students: 8
Room ID: 471, Name: Room #471, Students: 10
Room ID: 472, Name: Room #472, Students: 8
Room ID: 473, Name: Room #473, Students: 14
Room ID: 474, Name: Room #474, Students: 9
Room ID: 475, Name: Room #475, Students: 9
Room ID: 476, Name: Room #476, Students: 9
Room ID: 477, Name: Room #477, Students: 10
Room ID: 478, Name: Room #478, Students: 6
Room ID: 479, Name: Room #479, Students: 6
Room ID: 480, Name: Room #480, Students: 6
Room ID: 481, Name: Room #481, Students: 9
Room ID: 482, Name: Room #482, Students: 0
Room ID: 483, Name: Room #483, Students: 10
Room ID: 484, Name: Room #484, Students: 4
Room ID: 485, Name: Room #485, Students: 7
Room ID: 486, Name: Room #486, Students: 17
Room ID: 487, Name: Room #487, Students: 4
Room ID: 488, Name: Room #488, Students: 15
Room ID: 489, Name: Room #489, Students: 17
Room ID: 490, Name: Room #490, Students: 11
Room ID: 491, Name: Room #491, Students: 17
Room ID: 492, Name: Room #492, Students: 8
Room ID: 493, Name: Room #493, Students: 7
Room ID: 494, Name: Room #494, Students: 6
Room ID: 495, Name: Room #495, Students: 6
Room ID: 496, Name: Room #496, Students: 12
Room ID: 497, Name: Room #497, Students: 17
Room ID: 498, Name: Room #498, Students: 4
Room ID: 499, Name: Room #499, Students: 8
Room ID: 500, Name: Room #500, Students: 10
Room ID: 501, Name: Room #501, Students: 10
Room ID: 502, Name: Room #502, Students: 8
Room ID: 503, Name: Room #503, Students: 10
Room ID: 504, Name: Room #504, Students: 10
Room ID: 505, Name: Room #505, Students: 15
Room ID: 506, Name: Room #506, Students: 18
Room ID: 507, Name: Room #507, Students: 9
Room ID: 508, Name: Room #508, Students: 9
Room ID: 509, Name: Room #509, Students: 12
Room ID: 510, Name: Room #510, Students: 14
Room ID: 511, Name: Room #511, Students: 10
Room ID: 512, Name: Room #512, Students: 9
Room ID: 513, Name: Room #513, Students: 12
Room ID: 514, Name: Room #514, Students: 15
Room ID: 515, Name: Room #515, Students: 10
Room ID: 516, Name: Room #516, Students: 13
Room ID: 517, Name: Room #517, Students: 9
Room ID: 518, Name: Room #518, Students: 11
Room ID: 519, Name: Room #519, Students: 12
Room ID: 520, Name: Room #520, Students: 13
Room ID: 521, Name: Room #521, Students: 16
Room ID: 522, Name: Room #522, Students: 5
Room ID: 523, Name: Room #523, Students: 11
Room ID: 524, Name: Room #524, Students: 8
Room ID: 525, Name: Room #525, Students: 14
Room ID: 526, Name: Room #526, Students: 10
Room ID: 527, Name: Room #527, Students: 13
Room ID: 528, Name: Room #528, Students: 11
Room ID: 529, Name: Room #529, Students: 9
Room ID: 530, Name: Room #530, Students: 14
Room ID: 531, Name: Room #531, Students: 8
Room ID: 532, Name: Room #532, Students: 12
Room ID: 533, Name: Room #533, Students: 10
Room ID: 534, Name: Room #534, Students: 14
Room ID: 535, Name: Room #535, Students: 15
Room ID: 536, Name: Room #536, Students: 10
Room ID: 537, Name: Room #537, Students: 13
Room ID: 538, Name: Room #538, Students: 5
Room ID: 539, Name: Room #539, Students: 8
Room ID: 540, Name: Room #540, Students: 5
Room ID: 541, Name: Room #541, Students: 15
Room ID: 542, Name: Room #542, Students: 9
Room ID: 543, Name: Room #543, Students: 14
Room ID: 544, Name: Room #544, Students: 13
Room ID: 545, Name: Room #545, Students: 12
Room ID: 546, Name: Room #546, Students: 10
Room ID: 547, Name: Room #547, Students: 13
Room ID: 548, Name: Room #548, Students: 11
Room ID: 549, Name: Room #549, Students: 8
Room ID: 550, Name: Room #550, Students: 15
Room ID: 551, Name: Room #551, Students: 8
Room ID: 552, Name: Room #552, Students: 11
Room ID: 553, Name: Room #553, Students: 13
Room ID: 554, Name: Room #554, Students: 7
Room ID: 555, Name: Room #555, Students: 8
Room ID: 556, Name: Room #556, Students: 17
Room ID: 557, Name: Room #557, Students: 14
Room ID: 558, Name: Room #558, Students: 7
Room ID: 559, Name: Room #559, Students: 14
Room ID: 560, Name: Room #560, Students: 10
Room ID: 561, Name: Room #561, Students: 13
Room ID: 562, Name: Room #562, Students: 9
Room ID: 563, Name: Room #563, Students: 16
Room ID: 564, Name: Room #564, Students: 7
Room ID: 565, Name: Room #565, Students: 9
Room ID: 566, Name: Room #566, Students: 9
Room ID: 567, Name: Room #567, Students: 10
Room ID: 568, Name: Room #568, Students: 7
Room ID: 569, Name: Room #569, Students: 6
Room ID: 570, Name: Room #570, Students: 11
Room ID: 571, Name: Room #571, Students: 5
Room ID: 572, Name: Room #572, Students: 14
Room ID: 573, Name: Room #573, Students: 17
Room ID: 574, Name: Room #574, Students: 10
Room ID: 575, Name: Room #575, Students: 12
Room ID: 576, Name: Room #576, Students: 10
Room ID: 577, Name: Room #577, Students: 8
Room ID: 578, Name: Room #578, Students: 6
Room ID: 579, Name: Room #579, Students: 7
Room ID: 580, Name: Room #580, Students: 7
Room ID: 581, Name: Room #581, Students: 13
Room ID: 582, Name: Room #582, Students: 13
Room ID: 583, Name: Room #583, Students: 9
Room ID: 584, Name: Room #584, Students: 11
Room ID: 585, Name: Room #585, Students: 7
Room ID: 586, Name: Room #586, Students: 8
Room ID: 587, Name: Room #587, Students: 9
Room ID: 588, Name: Room #588, Students: 12
Room ID: 589, Name: Room #589, Students: 7
Room ID: 590, Name: Room #590, Students: 12
Room ID: 591, Name: Room #591, Students: 18
Room ID: 592, Name: Room #592, Students: 11
Room ID: 593, Name: Room #593, Students: 8
Room ID: 594, Name: Room #594, Students: 11
Room ID: 595, Name: Room #595, Students: 7
Room ID: 596, Name: Room #596, Students: 9
Room ID: 597, Name: Room #597, Students: 13
Room ID: 598, Name: Room #598, Students: 9
Room ID: 599, Name: Room #599, Students: 16
Room ID: 600, Name: Room #600, Students: 7
Room ID: 601, Name: Room #601, Students: 11
Room ID: 602, Name: Room #602, Students: 10
Room ID: 603, Name: Room #603, Students: 13
Room ID: 604, Name: Room #604, Students: 8
Room ID: 605, Name: Room #605, Students: 8
Room ID: 606, Name: Room #606, Students: 10
Room ID: 607, Name: Room #607, Students: 11
Room ID: 608, Name: Room #608, Students: 14
Room ID: 609, Name: Room #609, Students: 10
Room ID: 610, Name: Room #610, Students: 8
Room ID: 611, Name: Room #611, Students: 4
Room ID: 612, Name: Room #612, Students: 10
Room ID: 613, Name: Room #613, Students: 11
Room ID: 614, Name: Room #614, Students: 6
Room ID: 615, Name: Room #615, Students: 7
Room ID: 616, Name: Room #616, Students: 7
Room ID: 617, Name: Room #617, Students: 10
Room ID: 618, Name: Room #618, Students: 12
Room ID: 619, Name: Room #619, Students: 9
Room ID: 620, Name: Room #620, Students: 10
Room ID: 621, Name: Room #621, Students: 10
Room ID: 622, Name: Room #622, Students: 13
Room ID: 623, Name: Room #623, Students: 10
Room ID: 624, Name: Room #624, Students: 8
Room ID: 625, Name: Room #625, Students: 10
Room ID: 626, Name: Room #626, Students: 13
Room ID: 627, Name: Room #627, Students: 15
Room ID: 628, Name: Room #628, Students: 5
Room ID: 629, Name: Room #629, Students: 12
Room ID: 630, Name: Room #630, Students: 10
